R,R_se,misses,ghosts,dups,AP,RO_recall,harm_rate,malicious_accept,benefit_rate,accept_rate,soft_frac,quarantine_frac,condition,policy
12.579070593232812,0.147561591488858,5.869090909090909,0.9972727272727273,0.024545454545454544,0.29950654687766143,0.11664564943253468,0.017449238578680203,,0.38020281519600424,0.3351668500183352,0.0,0.0,degraded,geom_consensus
14.037956025106352,0.1880849862401504,4.827272727272727,2.6763636363636363,0.04727272727272727,0.4486469496986866,0.2753783102143758,1.0,,1.0,1.0,1.0,0.0,degraded,belt_like
15.409690828494155,0.2006442745354089,4.543636363636364,3.8372727272727274,0.06454545454545454,0.3484888870320189,0.3532471626733922,0.5920050761421319,,0.924474042682004,0.7645764576457645,0.0,0.0,degraded,cad_like
14.074388208485228,0.18059278024746114,5.178181818181818,2.4909090909090907,0.03272727272727273,0.32790891390579974,0.23707440100882723,0.37658629441624364,,0.5329196306947177,0.47246057939127245,0.0,0.0,degraded,robosac_like
14.293113791212217,0.18769651665734596,5.135454545454546,2.5272727272727273,0.04727272727272727,0.3342734188999062,0.2340794451450189,0.4467005076142132,,0.49992432268805814,0.48654198753208655,0.0,0.0,degraded,mate_like
12.522391348076797,0.17473301203731761,4.998181818181818,1.6381818181818182,0.02181818181818182,0.3637154229458791,0.2520491803278688,0.4927030456852792,,0.556076888148933,0.5496883021635497,0.0,0.0,degraded,gate_binary
12.470883300157187,0.14170711183051374,6.565454545454545,0.37272727272727274,0.0,0.2767292927923267,0.005044136191677175,0.32899746192893403,,0.01286514303011957,0.12086541987532086,0.010414374770810414,0.005647231389805647,degraded,ghostguard_crc
12.474252954972652,0.14141002063808242,6.575454545454545,0.36818181818181817,0.0,0.27669426504482386,0.0033102143757881464,0.32836294416243655,,0.00908127743302558,0.11851851851851852,0.008067473414008068,0.007994132746607993,degraded,gg_no_quarantine
12.357785751126793,0.14230740863391458,6.448181818181818,0.40545454545454546,0.0,0.2893890174466163,0.023486759142496847,0.3493020304568528,,0.03980626608142879,0.14066740007334066,0.012687935460212688,0.004767143381004767,degraded,gg_label_solo
9.149877150184514,0.13464792083866453,4.204545454545454,0.5063636363636363,0.0009090909090909091,0.5119950593707445,0.3709016393442623,0.005710659898477157,,0.40563039200847584,0.264026402640264,0.0,0.0,degraded,oracle_loo
8.639755529556595,0.13225234707209652,4.04,0.35545454545454547,0.0,0.5445089910756518,0.396437578814628,0.0028553299492385786,,0.4144089601937339,0.25155848918225154,0.0,0.0,degraded,oracle_greedy
